Zonas de movilidad,Tipo de dato,Periodo,Total
Fuerteventura,Porcentaje de población que sale del área,2020-10-14,9.4
Fuerteventura,Porcentaje de población que sale del área,2020-11-10,7.49
Fuerteventura,Porcentaje de población que sale del área,2020-07-10,7.82
Fuerteventura,Porcentaje de población que sale del área,2020-04-10,6.05
Fuerteventura,Porcentaje de población que sale del área,2020-09-30,8.41
Fuerteventura,Porcentaje de población que sale del área,2020-09-27,6.04
Fuerteventura,Porcentaje de población que sale del área,2020-09-23,10.08
Fuerteventura,Porcentaje de población que sale del área,2020-09-20,7.41
Fuerteventura,Porcentaje de población que sale del área,2020-09-16,9.89
Fuerteventura,Porcentaje de población que sale del área,2020-09-13,7.69
Fuerteventura,Porcentaje de población que sale del área,2020-09-09,10.48
Fuerteventura,Porcentaje de población que sale del área,2020-06-09,8.42
Fuerteventura,Porcentaje de población que sale del área,2020-02-09,7.12
Fuerteventura,Porcentaje de población que sale del área,2020-08-30,8.36
Fuerteventura,Porcentaje de población que sale del área,2020-08-26,11.0
Fuerteventura,Porcentaje de población que sale del área,2020-08-23,8.36
Fuerteventura,Porcentaje de población que sale del área,2020-08-19,11.22
Fuerteventura,Porcentaje de población que sale del área,2020-08-16,8.81
Fuerteventura,Porcentaje de población que sale del área,2020-12-08,11.06
Fuerteventura,Porcentaje de población que sale del área,2020-09-08,9.17
Fuerteventura,Porcentaje de población que sale del área,2020-05-08,10.86
Fuerteventura,Porcentaje de población que sale del área,2020-02-08,8.68
Fuerteventura,Porcentaje de población que sale del área,2020-07-29,10.58
Fuerteventura,Porcentaje de población que sale del área,2020-07-26,7.81
Fuerteventura,Porcentaje de población que sale del área,2020-07-22,10.56
Fuerteventura,Porcentaje de población que sale del área,2020-07-19,8.16
Fuerteventura,Porcentaje de población que sale del área,2020-07-15,10.06
Fuerteventura,Porcentaje de población que sale del área,2020-12-07,7.73
Fuerteventura,Porcentaje de población que sale del área,2020-08-07,9.61
Fuerteventura,Porcentaje de población que sale del área,2020-05-07,7.02
Fuerteventura,Porcentaje de población que sale del área,2020-01-07,9.01
Fuerteventura,Porcentaje de población que sale del área,2020-06-28,6.62
Fuerteventura,Porcentaje de población que sale del área,2020-06-24,8.52
Fuerteventura,Porcentaje de población que sale del área,2020-06-20,7.23
Fuerteventura,Porcentaje de población que sale del área,2020-06-19,8.5
Fuerteventura,Porcentaje de población que sale del área,2020-06-18,8.5
Fuerteventura,Porcentaje de población que sale del área,2020-06-17,8.34
Fuerteventura,Porcentaje de población que sale del área,2020-06-16,8.22
Fuerteventura,Porcentaje de población que sale del área,2020-06-15,8.15
Fuerteventura,Porcentaje de población que sale del área,2020-06-14,6.6
Fuerteventura,Porcentaje de población que sale del área,2020-06-13,7.12
Fuerteventura,Porcentaje de población que sale del área,2020-12-06,7.74
Fuerteventura,Porcentaje de población que sale del área,2020-11-06,7.69
Fuerteventura,Porcentaje de población que sale del área,2020-10-06,7.72
Fuerteventura,Porcentaje de población que sale del área,2020-09-06,6.77
Fuerteventura,Porcentaje de población que sale del área,2020-08-06,7.32
Fuerteventura,Porcentaje de población que sale del área,2020-07-06,6.45
Fuerteventura,Porcentaje de población que sale del área,2020-06-06,6.66
Fuerteventura,Porcentaje de población que sale del área,2020-05-06,7.5
Fuerteventura,Porcentaje de población que sale del área,2020-04-06,7.68
Fuerteventura,Porcentaje de población que sale del área,2020-03-06,7.31
Fuerteventura,Porcentaje de población que sale del área,2020-02-06,7.26
Fuerteventura,Porcentaje de población que sale del área,2020-01-06,7.43
Fuerteventura,Porcentaje de población que sale del área,2020-05-31,5.54
Fuerteventura,Porcentaje de población que sale del área,2020-05-30,6.03
Fuerteventura,Porcentaje de población que sale del área,2020-05-29,7.04
Fuerteventura,Porcentaje de población que sale del área,2020-05-28,7.17
Fuerteventura,Porcentaje de población que sale del área,2020-05-27,7.19
Fuerteventura,Porcentaje de población que sale del área,2020-05-26,7.06
Fuerteventura,Porcentaje de población que sale del área,2020-05-25,7.17
Fuerteventura,Porcentaje de población que sale del área,2020-05-24,3.68
Fuerteventura,Porcentaje de población que sale del área,2020-05-23,4.33
Fuerteventura,Porcentaje de población que sale del área,2020-05-22,5.69
Fuerteventura,Porcentaje de población que sale del área,2020-05-21,5.73
Fuerteventura,Porcentaje de población que sale del área,2020-05-20,5.64
Fuerteventura,Porcentaje de población que sale del área,2020-05-19,5.48
Fuerteventura,Porcentaje de población que sale del área,2020-05-18,5.45
Fuerteventura,Porcentaje de población que sale del área,2020-05-17,3.02
Fuerteventura,Porcentaje de población que sale del área,2020-05-16,3.91
Fuerteventura,Porcentaje de población que sale del área,2020-05-15,5.25
Fuerteventura,Porcentaje de población que sale del área,2020-05-14,5.35
Fuerteventura,Porcentaje de población que sale del área,2020-05-13,5.55
Fuerteventura,Porcentaje de población que sale del área,2020-12-05,5.63
Fuerteventura,Porcentaje de población que sale del área,2020-11-05,5.34
Fuerteventura,Porcentaje de población que sale del área,2020-10-05,1.6
Fuerteventura,Porcentaje de población que sale del área,2020-09-05,2.31
Fuerteventura,Porcentaje de población que sale del área,2020-08-05,4.09
Fuerteventura,Porcentaje de población que sale del área,2020-07-05,4.23
Fuerteventura,Porcentaje de población que sale del área,2020-06-05,4.14
Fuerteventura,Porcentaje de población que sale del área,2020-05-05,4.1
Fuerteventura,Porcentaje de población que sale del área,2020-04-05,4.08
Fuerteventura,Porcentaje de población que sale del área,2020-03-05,1.7
Fuerteventura,Porcentaje de población que sale del área,2020-02-05,2.08
Fuerteventura,Porcentaje de población que sale del área,2020-01-05,1.9
Fuerteventura,Porcentaje de población que sale del área,2020-04-30,3.75
Fuerteventura,Porcentaje de población que sale del área,2020-04-29,3.66
Fuerteventura,Porcentaje de población que sale del área,2020-04-28,3.59
Fuerteventura,Porcentaje de población que sale del área,2020-04-27,3.45
Fuerteventura,Porcentaje de población que sale del área,2020-04-26,1.37
Fuerteventura,Porcentaje de población que sale del área,2020-04-25,1.9
Fuerteventura,Porcentaje de población que sale del área,2020-04-24,3.33
Fuerteventura,Porcentaje de población que sale del área,2020-04-23,3.41
Fuerteventura,Porcentaje de población que sale del área,2020-04-22,3.45
Fuerteventura,Porcentaje de población que sale del área,2020-04-21,3.38
Fuerteventura,Porcentaje de población que sale del área,2020-04-20,3.31
Fuerteventura,Porcentaje de población que sale del área,2020-04-19,1.26
Fuerteventura,Porcentaje de población que sale del área,2020-04-18,1.9
Fuerteventura,Porcentaje de población que sale del área,2020-04-17,3.25
Fuerteventura,Porcentaje de población que sale del área,2020-04-16,3.42
Fuerteventura,Porcentaje de población que sale del área,2020-04-15,3.39
Fuerteventura,Porcentaje de población que sale del área,2020-04-14,3.38
Fuerteventura,Porcentaje de población que sale del área,2020-04-13,3.51
Fuerteventura,Porcentaje de población que sale del área,2020-12-04,1.2
Fuerteventura,Porcentaje de población que sale del área,2020-11-04,1.72
Fuerteventura,Porcentaje de población que sale del área,2020-10-04,1.28
Fuerteventura,Porcentaje de población que sale del área,2020-09-04,1.72
Fuerteventura,Porcentaje de población que sale del área,2020-08-04,2.97
Fuerteventura,Porcentaje de población que sale del área,2020-07-04,2.87
Fuerteventura,Porcentaje de población que sale del área,2020-06-04,2.75
Fuerteventura,Porcentaje de población que sale del área,2020-05-04,1.14
Fuerteventura,Porcentaje de población que sale del área,2020-04-04,1.77
Fuerteventura,Porcentaje de población que sale del área,2020-03-04,2.87
Fuerteventura,Porcentaje de población que sale del área,2020-02-04,2.67
Fuerteventura,Porcentaje de población que sale del área,2020-01-04,2.62
Fuerteventura,Porcentaje de población que sale del área,2020-03-31,2.78
Fuerteventura,Porcentaje de población que sale del área,2020-03-30,2.85
Fuerteventura,Porcentaje de población que sale del área,2020-03-28,2.12
Fuerteventura,Porcentaje de población que sale del área,2020-03-26,3.54
Fuerteventura,Porcentaje de población que sale del área,2020-03-24,3.73
Fuerteventura,Porcentaje de población que sale del área,2020-03-22,1.85
Fuerteventura,Porcentaje de población que sale del área,2020-03-20,4.38
Fuerteventura,Porcentaje de población que sale del área,2020-03-18,4.86
Fuerteventura,Porcentaje de población que sale del área,2020-03-16,5.76
Gran Canaria,Porcentaje de población que sale del área,2021-12-15,22.54
Gran Canaria,Porcentaje de población que sale del área,2021-12-12,13.17
Gran Canaria,Porcentaje de población que sale del área,2021-08-12,13.36
Gran Canaria,Porcentaje de población que sale del área,2021-01-12,23.3
Gran Canaria,Porcentaje de población que sale del área,2021-11-28,12.16
Gran Canaria,Porcentaje de población que sale del área,2021-11-24,23.35
Gran Canaria,Porcentaje de población que sale del área,2021-11-21,13.34
Gran Canaria,Porcentaje de población que sale del área,2021-11-17,22.48
Gran Canaria,Porcentaje de población que sale del área,2021-11-14,13.4
Gran Canaria,Porcentaje de población que sale del área,2021-10-11,22.76
Gran Canaria,Porcentaje de población que sale del área,2021-07-11,12.99
Gran Canaria,Porcentaje de población que sale del área,2021-03-11,18.83
Gran Canaria,Porcentaje de población que sale del área,2021-10-31,13.8
Gran Canaria,Porcentaje de población que sale del área,2021-10-27,22.17
Gran Canaria,Porcentaje de población que sale del área,2021-10-24,12.39
Gran Canaria,Porcentaje de población que sale del área,2021-10-20,22.08
Gran Canaria,Porcentaje de población que sale del área,2021-10-17,13.21
Gran Canaria,Porcentaje de población que sale del área,2021-10-13,21.46
Gran Canaria,Porcentaje de población que sale del área,2021-10-10,12.94
Gran Canaria,Porcentaje de población que sale del área,2021-06-10,22.21
Gran Canaria,Porcentaje de población que sale del área,2021-03-10,11.53
Gran Canaria,Porcentaje de población que sale del área,2021-09-29,21.89
Gran Canaria,Porcentaje de población que sale del área,2021-09-26,12.67
Gran Canaria,Porcentaje de población que sale del área,2021-09-22,21.4
Gran Canaria,Porcentaje de población que sale del área,2021-09-19,12.7
Gran Canaria,Porcentaje de población que sale del área,2021-09-15,21.6
Gran Canaria,Porcentaje de población que sale del área,2021-12-09,12.58
Gran Canaria,Porcentaje de población que sale del área,2021-08-09,13.55
Gran Canaria,Porcentaje de población que sale del área,2021-05-09,12.58
Gran Canaria,Porcentaje de población que sale del área,2021-01-09,20.4
Gran Canaria,Porcentaje de población que sale del área,2021-08-29,12.28
Gran Canaria,Porcentaje de población que sale del área,2021-08-25,19.03
Gran Canaria,Porcentaje de población que sale del área,2021-08-22,12.1
Gran Canaria,Porcentaje de población que sale del área,2021-08-18,18.79
Gran Canaria,Porcentaje de población que sale del área,2021-08-15,11.97
Gran Canaria,Porcentaje de población que sale del área,2021-11-08,19.18
Gran Canaria,Porcentaje de población que sale del área,2021-08-08,11.85
Gran Canaria,Porcentaje de población que sale del área,2021-04-08,19.46
Gran Canaria,Porcentaje de población que sale del área,2021-01-08,12.3
Gran Canaria,Porcentaje de población que sale del área,2021-07-28,20.1
Gran Canaria,Porcentaje de población que sale del área,2021-07-25,12.0
Gran Canaria,Porcentaje de población que sale del área,2021-07-21,20.48
Gran Canaria,Porcentaje de población que sale del área,2021-07-18,12.57
Gran Canaria,Porcentaje de población que sale del área,2021-07-14,20.74
Gran Canaria,Porcentaje de población que sale del área,2021-11-07,12.02
Gran Canaria,Porcentaje de población que sale del área,2021-07-07,20.66
Gran Canaria,Porcentaje de población que sale del área,2021-04-07,12.74
Gran Canaria,Porcentaje de población que sale del área,2021-06-30,21.31
Gran Canaria,Porcentaje de población que sale del área,2021-06-27,12.94
Gran Canaria,Porcentaje de población que sale del área,2021-06-23,16.74
Gran Canaria,Porcentaje de población que sale del área,2021-06-20,13.78
Gran Canaria,Porcentaje de población que sale del área,2021-06-16,22.35
Gran Canaria,Porcentaje de población que sale del área,2021-06-13,12.75
Gran Canaria,Porcentaje de población que sale del área,2021-09-06,22.01
Gran Canaria,Porcentaje de población que sale del área,2021-06-06,13.08
Gran Canaria,Porcentaje de población que sale del área,2021-02-06,22.24
Gran Canaria,Porcentaje de población que sale del área,2021-05-30,11.53
Gran Canaria,Porcentaje de población que sale del área,2021-05-26,20.9
Gran Canaria,Porcentaje de población que sale del área,2021-05-23,10.06
Gran Canaria,Porcentaje de población que sale del área,2021-05-19,22.05
Gran Canaria,Porcentaje de población que sale del área,2021-05-16,12.42
Gran Canaria,Porcentaje de población que sale del área,2021-12-05,21.04
Gran Canaria,Porcentaje de población que sale del área,2021-09-05,12.98
Gran Canaria,Porcentaje de población que sale del área,2021-05-05,21.81
Gran Canaria,Porcentaje de población que sale del área,2021-02-05,10.28
Gran Canaria,Porcentaje de población que sale del área,2021-04-28,21.7
Gran Canaria,Porcentaje de población que sale del área,2021-04-25,11.22
Gran Canaria,Porcentaje de población que sale del área,2021-04-21,21.86
Gran Canaria,Porcentaje de población que sale del área,2021-04-18,12.06
Gran Canaria,Porcentaje de población que sale del área,2021-04-14,22.29
Gran Canaria,Porcentaje de población que sale del área,2021-11-04,12.32
Gran Canaria,Porcentaje de población que sale del área,2021-07-04,22.16
Gran Canaria,Porcentaje de población que sale del área,2021-04-04,10.71
Gran Canaria,Porcentaje de población que sale del área,2021-03-31,19.59
Gran Canaria,Porcentaje de población que sale del área,2021-03-28,10.98
Gran Canaria,Porcentaje de población que sale del área,2021-03-24,22.35
Gran Canaria,Porcentaje de población que sale del área,2021-03-21,12.14
Gran Canaria,Porcentaje de población que sale del área,2021-03-17,22.64
Gran Canaria,Porcentaje de población que sale del área,2021-03-14,12.33
Gran Canaria,Porcentaje de población que sale del área,2021-10-03,21.72
Gran Canaria,Porcentaje de población que sale del área,2021-07-03,11.28
Gran Canaria,Porcentaje de población que sale del área,2021-03-03,22.02
Gran Canaria,Porcentaje de población que sale del área,2021-02-28,11.1
Gran Canaria,Porcentaje de población que sale del área,2021-02-24,21.81
Gran Canaria,Porcentaje de población que sale del área,2021-02-21,10.58
Gran Canaria,Porcentaje de población que sale del área,2021-02-17,19.63
Gran Canaria,Porcentaje de población que sale del área,2021-02-14,11.42
Gran Canaria,Porcentaje de población que sale del área,2021-10-02,21.18
Gran Canaria,Porcentaje de población que sale del área,2021-07-02,10.33
Gran Canaria,Porcentaje de población que sale del área,2021-03-02,21.33
Gran Canaria,Porcentaje de población que sale del área,2021-01-31,11.11
Gran Canaria,Porcentaje de población que sale del área,2021-01-27,20.99
Gran Canaria,Porcentaje de población que sale del área,2021-01-24,10.63
Gran Canaria,Porcentaje de población que sale del área,2021-01-20,20.73
Gran Canaria,Porcentaje de población que sale del área,2021-01-17,10.89
Gran Canaria,Porcentaje de población que sale del área,2021-01-13,18.36
Gran Canaria,Porcentaje de población que sale del área,2021-10-01,10.23
Gran Canaria,Porcentaje de población que sale del área,2021-06-01,12.11
Gran Canaria,Porcentaje de población que sale del área,2021-03-01,12.53
Gran Canaria,Porcentaje de población que sale del área,2020-12-30,22.63
Gran Canaria,Porcentaje de población que sale del área,2020-12-27,15.9
Gran Canaria,Porcentaje de población que sale del área,2020-12-23,23.4
Gran Canaria,Porcentaje de población que sale del área,2020-12-20,16.1
Gran Canaria,Porcentaje de población que sale del área,2020-12-16,24.53
Gran Canaria,Porcentaje de población que sale del área,2020-12-13,15.64
Gran Canaria,Porcentaje de población que sale del área,2020-09-12,23.86
Gran Canaria,Porcentaje de población que sale del área,2020-06-12,16.03
Gran Canaria,Porcentaje de población que sale del área,2020-02-12,24.74
Gran Canaria,Porcentaje de población que sale del área,2020-11-29,15.04
Gran Canaria,Porcentaje de población que sale del área,2020-11-25,25.31
Gran Canaria,Porcentaje de población que sale del área,2020-11-22,15.28
Gran Canaria,Porcentaje de población que sale del área,2020-11-18,24.83
Gran Canaria,Porcentaje de población que sale del área,2020-11-15,15.28
Gran Canaria,Porcentaje de población que sale del área,2020-11-11,23.27
Gran Canaria,Porcentaje de población que sale del área,2020-08-11,15.55
Gran Canaria,Porcentaje de población que sale del área,2020-04-11,24.53
Gran Canaria,Porcentaje de población que sale del área,2020-01-11,15.57
Gran Canaria,Porcentaje de población que sale del área,2020-10-28,24.28
Gran Canaria,Porcentaje de población que sale del área,2020-10-25,15.8
Gran Canaria,Porcentaje de población que sale del área,2020-10-21,24.08
Gran Canaria,Porcentaje de población que sale del área,2020-10-18,14.61
Gran Canaria,Porcentaje de población que sale del área,2020-10-14,24.32
Gran Canaria,Porcentaje de población que sale del área,2020-11-10,15.02
Gran Canaria,Porcentaje de población que sale del área,2020-07-10,24.13
Gran Canaria,Porcentaje de población que sale del área,2020-04-10,13.74
Gran Canaria,Porcentaje de población que sale del área,2020-09-30,23.09
Gran Canaria,Porcentaje de población que sale del área,2020-09-27,12.63
Gran Canaria,Porcentaje de población que sale del área,2020-09-23,24.06
Gran Canaria,Porcentaje de población que sale del área,2020-09-20,14.23
Gran Canaria,Porcentaje de población que sale del área,2020-09-16,23.33
Gran Canaria,Porcentaje de población que sale del área,2020-09-13,13.85
Gran Canaria,Porcentaje de población que sale del área,2020-09-09,22.1
Gran Canaria,Porcentaje de población que sale del área,2020-06-09,14.18
Gran Canaria,Porcentaje de población que sale del área,2020-02-09,17.13
Gran Canaria,Porcentaje de población que sale del área,2020-08-30,13.63
Gran Canaria,Porcentaje de población que sale del área,2020-08-26,21.54
Gran Canaria,Porcentaje de población que sale del área,2020-08-23,12.59
Gran Canaria,Porcentaje de población que sale del área,2020-08-19,22.17
Gran Canaria,Porcentaje de población que sale del área,2020-08-16,14.1
Gran Canaria,Porcentaje de población que sale del área,2020-12-08,23.22
Gran Canaria,Porcentaje de población que sale del área,2020-09-08,15.71
Gran Canaria,Porcentaje de población que sale del área,2020-05-08,23.7
Gran Canaria,Porcentaje de población que sale del área,2020-02-08,16.11
Gran Canaria,Porcentaje de población que sale del área,2020-07-29,23.9
Gran Canaria,Porcentaje de población que sale del área,2020-07-26,16.0
Gran Canaria,Porcentaje de población que sale del área,2020-07-22,23.8
Gran Canaria,Porcentaje de población que sale del área,2020-07-19,16.27
Gran Canaria,Porcentaje de población que sale del área,2020-07-15,24.85
Gran Canaria,Porcentaje de población que sale del área,2020-12-07,16.66
Gran Canaria,Porcentaje de población que sale del área,2020-08-07,23.79
Gran Canaria,Porcentaje de población que sale del área,2020-05-07,16.56
Gran Canaria,Porcentaje de población que sale del área,2020-01-07,23.75
Gran Canaria,Porcentaje de población que sale del área,2020-06-28,15.95
Gran Canaria,Porcentaje de población que sale del área,2020-06-24,18.09
Gran Canaria,Porcentaje de población que sale del área,2020-06-20,18.94
Gran Canaria,Porcentaje de población que sale del área,2020-06-19,22.54
Gran Canaria,Porcentaje de población que sale del área,2020-06-18,22.47
Gran Canaria,Porcentaje de población que sale del área,2020-06-17,22.11
Gran Canaria,Porcentaje de población que sale del área,2020-06-16,22.05
Gran Canaria,Porcentaje de población que sale del área,2020-06-15,21.09
Gran Canaria,Porcentaje de población que sale del área,2020-06-14,16.15
Gran Canaria,Porcentaje de población que sale del área,2020-06-13,18.88
Gran Canaria,Porcentaje de población que sale del área,2020-12-06,21.71
Gran Canaria,Porcentaje de población que sale del área,2020-11-06,21.99
Gran Canaria,Porcentaje de población que sale del área,2020-10-06,22.1
Gran Canaria,Porcentaje de población que sale del área,2020-09-06,19.78
Gran Canaria,Porcentaje de población que sale del área,2020-08-06,19.78
Gran Canaria,Porcentaje de población que sale del área,2020-07-06,15.58
Gran Canaria,Porcentaje de población que sale del área,2020-06-06,18.3
Gran Canaria,Porcentaje de población que sale del área,2020-05-06,21.19
Gran Canaria,Porcentaje de población que sale del área,2020-04-06,20.69
Gran Canaria,Porcentaje de población que sale del área,2020-03-06,20.63
Gran Canaria,Porcentaje de población que sale del área,2020-02-06,20.58
Gran Canaria,Porcentaje de población que sale del área,2020-01-06,19.82
Gran Canaria,Porcentaje de población que sale del área,2020-05-31,13.72
Gran Canaria,Porcentaje de población que sale del área,2020-05-30,16.78
Gran Canaria,Porcentaje de población que sale del área,2020-05-29,20.73
Gran Canaria,Porcentaje de población que sale del área,2020-05-28,20.95
Gran Canaria,Porcentaje de población que sale del área,2020-05-27,20.67
Gran Canaria,Porcentaje de población que sale del área,2020-05-26,20.06
Gran Canaria,Porcentaje de población que sale del área,2020-05-25,19.52
Gran Canaria,Porcentaje de población que sale del área,2020-05-24,11.68
Gran Canaria,Porcentaje de población que sale del área,2020-05-23,14.13
Gran Canaria,Porcentaje de población que sale del área,2020-05-22,17.43
Gran Canaria,Porcentaje de población que sale del área,2020-05-21,17.39
Gran Canaria,Porcentaje de población que sale del área,2020-05-20,17.25
Gran Canaria,Porcentaje de población que sale del área,2020-05-19,16.49
Gran Canaria,Porcentaje de población que sale del área,2020-05-18,16.08
Gran Canaria,Porcentaje de población que sale del área,2020-05-17,10.34
Gran Canaria,Porcentaje de población que sale del área,2020-05-16,13.05
Gran Canaria,Porcentaje de población que sale del área,2020-05-15,16.33
Gran Canaria,Porcentaje de población que sale del área,2020-05-14,17.09
Gran Canaria,Porcentaje de población que sale del área,2020-05-13,17.8
Gran Canaria,Porcentaje de población que sale del área,2020-12-05,17.85
Gran Canaria,Porcentaje de población que sale del área,2020-11-05,16.69
Gran Canaria,Porcentaje de población que sale del área,2020-10-05,7.37
Gran Canaria,Porcentaje de población que sale del área,2020-09-05,8.92
Gran Canaria,Porcentaje de población que sale del área,2020-08-05,14.7
Gran Canaria,Porcentaje de población que sale del área,2020-07-05,14.56
Gran Canaria,Porcentaje de población que sale del área,2020-06-05,14.82
Gran Canaria,Porcentaje de población que sale del área,2020-05-05,14.89
Gran Canaria,Porcentaje de población que sale del área,2020-04-05,14.26
Gran Canaria,Porcentaje de población que sale del área,2020-03-05,7.59
Gran Canaria,Porcentaje de población que sale del área,2020-02-05,8.27
Gran Canaria,Porcentaje de población que sale del área,2020-01-05,7.47
Gran Canaria,Porcentaje de población que sale del área,2020-04-30,12.67
Gran Canaria,Porcentaje de población que sale del área,2020-04-29,12.3
Gran Canaria,Porcentaje de población que sale del área,2020-04-28,12.13
Gran Canaria,Porcentaje de población que sale del área,2020-04-27,11.69
Gran Canaria,Porcentaje de población que sale del área,2020-04-26,5.93
Gran Canaria,Porcentaje de población que sale del área,2020-04-25,7.85
Gran Canaria,Porcentaje de población que sale del área,2020-04-24,11.87
Gran Canaria,Porcentaje de población que sale del área,2020-04-23,11.69
Gran Canaria,Porcentaje de población que sale del área,2020-04-22,12.29
Gran Canaria,Porcentaje de población que sale del área,2020-04-21,12.06
Gran Canaria,Porcentaje de población que sale del área,2020-04-20,11.59
Gran Canaria,Porcentaje de población que sale del área,2020-04-19,5.92
Gran Canaria,Porcentaje de población que sale del área,2020-04-18,8.01
Gran Canaria,Porcentaje de población que sale del área,2020-04-17,11.79
Gran Canaria,Porcentaje de población que sale del área,2020-04-16,12.72
Gran Canaria,Porcentaje de población que sale del área,2020-04-15,11.84
Gran Canaria,Porcentaje de población que sale del área,2020-04-14,11.62
Gran Canaria,Porcentaje de población que sale del área,2020-04-13,11.64
Gran Canaria,Porcentaje de población que sale del área,2020-12-04,5.7
Gran Canaria,Porcentaje de población que sale del área,2020-11-04,7.28
Gran Canaria,Porcentaje de población que sale del área,2020-10-04,5.97
Gran Canaria,Porcentaje de población que sale del área,2020-09-04,7.47
Gran Canaria,Porcentaje de población que sale del área,2020-08-04,10.96
Gran Canaria,Porcentaje de población que sale del área,2020-07-04,10.87
Gran Canaria,Porcentaje de población que sale del área,2020-06-04,10.5
Gran Canaria,Porcentaje de población que sale del área,2020-05-04,5.81
Gran Canaria,Porcentaje de población que sale del área,2020-04-04,7.72
Gran Canaria,Porcentaje de población que sale del área,2020-03-04,10.95
Gran Canaria,Porcentaje de población que sale del área,2020-02-04,9.94
Gran Canaria,Porcentaje de población que sale del área,2020-01-04,9.9
Gran Canaria,Porcentaje de población que sale del área,2020-03-31,10.62
Gran Canaria,Porcentaje de población que sale del área,2020-03-30,10.87
Gran Canaria,Porcentaje de población que sale del área,2020-03-28,8.44
Gran Canaria,Porcentaje de población que sale del área,2020-03-26,12.63
Gran Canaria,Porcentaje de población que sale del área,2020-03-24,12.81
Gran Canaria,Porcentaje de población que sale del área,2020-03-22,6.31
Gran Canaria,Porcentaje de población que sale del área,2020-03-20,13.66
Gran Canaria,Porcentaje de población que sale del área,2020-03-18,14.24
Gran Canaria,Porcentaje de población que sale del área,2020-03-16,15.98
Lanzarote,Porcentaje de población que sale del área,2021-12-15,16.01
Lanzarote,Porcentaje de población que sale del área,2021-12-12,11.26
Lanzarote,Porcentaje de población que sale del área,2021-08-12,12.1
Lanzarote,Porcentaje de población que sale del área,2021-01-12,16.46
Lanzarote,Porcentaje de población que sale del área,2021-11-28,10.45
Lanzarote,Porcentaje de población que sale del área,2021-11-24,17.44
Lanzarote,Porcentaje de población que sale del área,2021-11-21,11.14
Lanzarote,Porcentaje de población que sale del área,2021-11-17,16.45
Lanzarote,Porcentaje de población que sale del área,2021-11-14,11.23
Lanzarote,Porcentaje de población que sale del área,2021-10-11,16.42
Lanzarote,Porcentaje de población que sale del área,2021-07-11,11.13
Lanzarote,Porcentaje de población que sale del área,2021-03-11,13.16
Lanzarote,Porcentaje de población que sale del área,2021-10-31,11.97
Lanzarote,Porcentaje de población que sale del área,2021-10-27,16.37
Lanzarote,Porcentaje de población que sale del área,2021-10-24,11.29
Lanzarote,Porcentaje de población que sale del área,2021-10-20,16.59
Lanzarote,Porcentaje de población que sale del área,2021-10-17,12.31
Lanzarote,Porcentaje de población que sale del área,2021-10-13,16.28
Lanzarote,Porcentaje de población que sale del área,2021-10-10,12.2
Lanzarote,Porcentaje de población que sale del área,2021-06-10,16.77
Lanzarote,Porcentaje de población que sale del área,2021-03-10,10.4
Lanzarote,Porcentaje de población que sale del área,2021-09-29,16.19
Lanzarote,Porcentaje de población que sale del área,2021-09-26,12.12
Lanzarote,Porcentaje de población que sale del área,2021-09-22,16.76
Lanzarote,Porcentaje de población que sale del área,2021-09-19,12.15
Lanzarote,Porcentaje de población que sale del área,2021-09-15,13.57
Lanzarote,Porcentaje de población que sale del área,2021-12-09,12.85
Lanzarote,Porcentaje de población que sale del área,2021-08-09,16.7
Lanzarote,Porcentaje de población que sale del área,2021-05-09,12.84
Lanzarote,Porcentaje de población que sale del área,2021-01-09,16.86
Lanzarote,Porcentaje de población que sale del área,2021-08-29,12.74
Lanzarote,Porcentaje de población que sale del área,2021-08-25,14.77
Lanzarote,Porcentaje de población que sale del área,2021-08-22,12.89
Lanzarote,Porcentaje de población que sale del área,2021-08-18,16.29
Lanzarote,Porcentaje de población que sale del área,2021-08-15,12.99
Lanzarote,Porcentaje de población que sale del área,2021-11-08,16.57
Lanzarote,Porcentaje de población que sale del área,2021-08-08,13.14
Lanzarote,Porcentaje de población que sale del área,2021-04-08,16.61
Lanzarote,Porcentaje de población que sale del área,2021-01-08,11.98
Lanzarote,Porcentaje de población que sale del área,2021-07-28,16.26
Lanzarote,Porcentaje de población que sale del área,2021-07-25,11.73
Lanzarote,Porcentaje de población que sale del área,2021-07-21,16.31
Lanzarote,Porcentaje de población que sale del área,2021-07-18,12.22
Lanzarote,Porcentaje de población que sale del área,2021-07-14,16.11
Lanzarote,Porcentaje de población que sale del área,2021-11-07,11.67
Lanzarote,Porcentaje de población que sale del área,2021-07-07,15.82
Lanzarote,Porcentaje de población que sale del área,2021-04-07,11.72
Lanzarote,Porcentaje de población que sale del área,2021-06-30,15.41
Lanzarote,Porcentaje de población que sale del área,2021-06-27,11.36
Lanzarote,Porcentaje de población que sale del área,2021-06-23,11.29
Lanzarote,Porcentaje de población que sale del área,2021-06-20,10.82
Lanzarote,Porcentaje de población que sale del área,2021-06-16,15.49
Lanzarote,Porcentaje de población que sale del área,2021-06-13,10.19
Lanzarote,Porcentaje de población que sale del área,2021-09-06,14.73
Lanzarote,Porcentaje de población que sale del área,2021-06-06,10.33
Lanzarote,Porcentaje de población que sale del área,2021-02-06,14.93
Lanzarote,Porcentaje de población que sale del área,2021-05-30,8.28
Lanzarote,Porcentaje de población que sale del área,2021-05-26,14.24
