Zonas de movilidad	Tipo de dato	Periodo	Total
Málaga	Porcentaje de población que sale del área	28/2/2021	10,99
Málaga	Porcentaje de población que sale del área	24/2/2021	17,22
Málaga	Porcentaje de población que sale del área	21/2/2021	8,81
Málaga	Porcentaje de población que sale del área	17/2/2021	17,99
Málaga	Porcentaje de población que sale del área	14/2/2021	9,5
Málaga	Porcentaje de población que sale del área	10/2/2021	16,06
Málaga	Porcentaje de población que sale del área	7/2/2021	7,46
Málaga	Porcentaje de población que sale del área	3/2/2021	16,54
Málaga	Porcentaje de población que sale del área	31/1/2021	7,66
Málaga	Porcentaje de población que sale del área	27/1/2021	16,28
Málaga	Porcentaje de población que sale del área	24/1/2021	7,48
Málaga	Porcentaje de población que sale del área	20/1/2021	16,6
Málaga	Porcentaje de población que sale del área	17/1/2021	9,68
Málaga	Porcentaje de población que sale del área	13/1/2021	15,85
Málaga	Porcentaje de población que sale del área	10/1/2021	8,6
Málaga	Porcentaje de población que sale del área	6/1/2021	9,83
Málaga	Porcentaje de población que sale del área	3/1/2021	11,74
Málaga	Porcentaje de población que sale del área	30/12/2020	17,69
Málaga	Porcentaje de población que sale del área	27/12/2020	12,63
Málaga	Porcentaje de población que sale del área	23/12/2020	18,86
Málaga	Porcentaje de población que sale del área	20/12/2020	13,18
Málaga	Porcentaje de población que sale del área	16/12/2020	19,34
Málaga	Porcentaje de población que sale del área	13/12/2020	13
Málaga	Porcentaje de población que sale del área	9/12/2020	17,92
Málaga	Porcentaje de población que sale del área	6/12/2020	9,55
Málaga	Porcentaje de población que sale del área	2/12/2020	18,09
Málaga	Porcentaje de población que sale del área	29/11/2020	8,86
Málaga	Porcentaje de población que sale del área	25/11/2020	17,41
Málaga	Porcentaje de población que sale del área	22/11/2020	8,76
Málaga	Porcentaje de población que sale del área	18/11/2020	17,22
Málaga	Porcentaje de población que sale del área	15/11/2020	8,73
Málaga	Porcentaje de población que sale del área	11/11/2020	17,13
Málaga	Porcentaje de población que sale del área	8/11/2020	11,56
Málaga	Porcentaje de población que sale del área	4/11/2020	17,98
Málaga	Porcentaje de población que sale del área	1/11/2020	12,45
Málaga	Porcentaje de población que sale del área	28/10/2020	19,48
Málaga	Porcentaje de población que sale del área	25/10/2020	13,52
Málaga	Porcentaje de población que sale del área	21/10/2020	19,05
Málaga	Porcentaje de población que sale del área	18/10/2020	13,17
Málaga	Porcentaje de población que sale del área	14/10/2020	20
Málaga	Porcentaje de población que sale del área	11/10/2020	14,33
Málaga	Porcentaje de población que sale del área	7/10/2020	20,08
Málaga	Porcentaje de población que sale del área	4/10/2020	13,25
Málaga	Porcentaje de población que sale del área	30/9/2020	18,36
Málaga	Porcentaje de población que sale del área	27/9/2020	11,31
Málaga	Porcentaje de población que sale del área	23/9/2020	20,16
Málaga	Porcentaje de población que sale del área	20/9/2020	13,32
Málaga	Porcentaje de población que sale del área	16/9/2020	20,13
Málaga	Porcentaje de población que sale del área	13/9/2020	13,65
Málaga	Porcentaje de población que sale del área	9/9/2020	19,8
Málaga	Porcentaje de población que sale del área	6/9/2020	14,54
Málaga	Porcentaje de población que sale del área	2/9/2020	18,81
Málaga	Porcentaje de población que sale del área	30/8/2020	14,63
Málaga	Porcentaje de población que sale del área	26/8/2020	19,17
Málaga	Porcentaje de población que sale del área	23/8/2020	13,07
Málaga	Porcentaje de población que sale del área	19/8/2020	18,28
Málaga	Porcentaje de población que sale del área	16/8/2020	15,28
Málaga	Porcentaje de población que sale del área	12/8/2020	20,3
Málaga	Porcentaje de población que sale del área	9/8/2020	16,13
Málaga	Porcentaje de población que sale del área	5/8/2020	14,7
Málaga	Porcentaje de población que sale del área	2/8/2020	11,27
Málaga	Porcentaje de población que sale del área	29/7/2020	15,02
Málaga	Porcentaje de población que sale del área	26/7/2020	12,89
Málaga	Porcentaje de población que sale del área	22/7/2020	17,58
Málaga	Porcentaje de población que sale del área	19/7/2020	15,83
Málaga	Porcentaje de población que sale del área	15/7/2020	20,92
Málaga	Porcentaje de población que sale del área	12/7/2020	15,82
Málaga	Porcentaje de población que sale del área	8/7/2020	20,49
Málaga	Porcentaje de población que sale del área	5/7/2020	16,12
Málaga	Porcentaje de población que sale del área	1/7/2020	21,05
Málaga	Porcentaje de población que sale del área	28/6/2020	16,19
Málaga	Porcentaje de población que sale del área	24/6/2020	20,95
Málaga	Porcentaje de población que sale del área	20/6/2020	18,13
Málaga	Porcentaje de población que sale del área	19/6/2020	20,12
Málaga	Porcentaje de población que sale del área	18/6/2020	20,04
Málaga	Porcentaje de población que sale del área	17/6/2020	19,92
Málaga	Porcentaje de población que sale del área	16/6/2020	19,79
Málaga	Porcentaje de población que sale del área	15/6/2020	18,93
Málaga	Porcentaje de población que sale del área	14/6/2020	14,53
Málaga	Porcentaje de población que sale del área	13/6/2020	17,16
Málaga	Porcentaje de población que sale del área	12/6/2020	18,7
Málaga	Porcentaje de población que sale del área	11/6/2020	19,41
Málaga	Porcentaje de población que sale del área	10/6/2020	19,61
Málaga	Porcentaje de población que sale del área	9/6/2020	17,12
Málaga	Porcentaje de población que sale del área	8/6/2020	17,28
Málaga	Porcentaje de población que sale del área	7/6/2020	13,07
Málaga	Porcentaje de población que sale del área	6/6/2020	16,19
Málaga	Porcentaje de población que sale del área	5/6/2020	18,36
Málaga	Porcentaje de población que sale del área	4/6/2020	18,08
Málaga	Porcentaje de población que sale del área	3/6/2020	18,2
Málaga	Porcentaje de población que sale del área	2/6/2020	18,29
Málaga	Porcentaje de población que sale del área	1/6/2020	16,72
Málaga	Porcentaje de población que sale del área	31/5/2020	11,11
Málaga	Porcentaje de población que sale del área	30/5/2020	14,01
Málaga	Porcentaje de población que sale del área	29/5/2020	16,96
Málaga	Porcentaje de población que sale del área	28/5/2020	16,96
Málaga	Porcentaje de población que sale del área	27/5/2020	16,82
Málaga	Porcentaje de población que sale del área	26/5/2020	16,38
Málaga	Porcentaje de población que sale del área	25/5/2020	15,86
Málaga	Porcentaje de población que sale del área	24/5/2020	11,02
Málaga	Porcentaje de población que sale del área	23/5/2020	13,41
Málaga	Porcentaje de población que sale del área	22/5/2020	15,95
Málaga	Porcentaje de población que sale del área	21/5/2020	16,03
Málaga	Porcentaje de población que sale del área	20/5/2020	16,04
Málaga	Porcentaje de población que sale del área	19/5/2020	16,12
Málaga	Porcentaje de población que sale del área	18/5/2020	14,78
Málaga	Porcentaje de población que sale del área	17/5/2020	6,34
Málaga	Porcentaje de población que sale del área	16/5/2020	8,52
Málaga	Porcentaje de población que sale del área	15/5/2020	12,59
Málaga	Porcentaje de población que sale del área	14/5/2020	12,58
Málaga	Porcentaje de población que sale del área	13/5/2020	13,2
Málaga	Porcentaje de población que sale del área	12/5/2020	12,25
Málaga	Porcentaje de población que sale del área	11/5/2020	12,25
Málaga	Porcentaje de población que sale del área	10/5/2020	5,95
Málaga	Porcentaje de población que sale del área	9/5/2020	6,56
Málaga	Porcentaje de población que sale del área	8/5/2020	12,44
Málaga	Porcentaje de población que sale del área	7/5/2020	12,19
Málaga	Porcentaje de población que sale del área	6/5/2020	12,38
Málaga	Porcentaje de población que sale del área	5/5/2020	12,67
Málaga	Porcentaje de población que sale del área	4/5/2020	11,81
Málaga	Porcentaje de población que sale del área	3/5/2020	6,32
Málaga	Porcentaje de población que sale del área	2/5/2020	7,22
Málaga	Porcentaje de población que sale del área	1/5/2020	6,43
Málaga	Porcentaje de población que sale del área	30/4/2020	10,85
Málaga	Porcentaje de población que sale del área	29/4/2020	10,77
Málaga	Porcentaje de población que sale del área	28/4/2020	10,24
Málaga	Porcentaje de población que sale del área	27/4/2020	9,07
Málaga	Porcentaje de población que sale del área	26/4/2020	4,61
Málaga	Porcentaje de población que sale del área	25/4/2020	5,9
Málaga	Porcentaje de población que sale del área	24/4/2020	9,25
Málaga	Porcentaje de población que sale del área	23/4/2020	9,33
Málaga	Porcentaje de población que sale del área	22/4/2020	9,48
Málaga	Porcentaje de población que sale del área	21/4/2020	8,98
Málaga	Porcentaje de población que sale del área	20/4/2020	9,14
Málaga	Porcentaje de población que sale del área	19/4/2020	4,56
Málaga	Porcentaje de población que sale del área	18/4/2020	6,22
Málaga	Porcentaje de población que sale del área	17/4/2020	9,04
Málaga	Porcentaje de población que sale del área	16/4/2020	9,54
Málaga	Porcentaje de población que sale del área	15/4/2020	8,91
Málaga	Porcentaje de población que sale del área	14/4/2020	8,98
Málaga	Porcentaje de población que sale del área	13/4/2020	9,15
Málaga	Porcentaje de población que sale del área	12/4/2020	4,89
Málaga	Porcentaje de población que sale del área	11/4/2020	6,2
Málaga	Porcentaje de población que sale del área	10/4/2020	5,2
Málaga	Porcentaje de población que sale del área	9/4/2020	5,86
Málaga	Porcentaje de población que sale del área	8/4/2020	7,96
Málaga	Porcentaje de población que sale del área	7/4/2020	8,09
Málaga	Porcentaje de población que sale del área	6/4/2020	7,86
Málaga	Porcentaje de población que sale del área	5/4/2020	4,79
Málaga	Porcentaje de población que sale del área	4/4/2020	6,01
Málaga	Porcentaje de población que sale del área	3/4/2020	8,02
Málaga	Porcentaje de población que sale del área	2/4/2020	7,3
Málaga	Porcentaje de población que sale del área	1/4/2020	7,35
Málaga	Porcentaje de población que sale del área	31/3/2020	7,35
Málaga	Porcentaje de población que sale del área	30/3/2020	8,1
Málaga	Porcentaje de población que sale del área	28/3/2020	6,5
Málaga	Porcentaje de población que sale del área	26/3/2020	9,55
Málaga	Porcentaje de población que sale del área	24/3/2020	9,39
Málaga	Porcentaje de población que sale del área	22/3/2020	4,65
Málaga	Porcentaje de población que sale del área	20/3/2020	9,53
Málaga	Porcentaje de población que sale del área	18/3/2020	10,08
Málaga	Porcentaje de población que sale del área	16/3/2020	11,39
Málaga	Porcentaje de población que sale del área	18/11/2019	23,71
Sevilla	Porcentaje de población que sale del área	15/12/2021	22,89
Sevilla	Porcentaje de población que sale del área	12/12/2021	13,52
Sevilla	Porcentaje de población que sale del área	8/12/2021	13,51
Sevilla	Porcentaje de población que sale del área	1/12/2021	22,74
Sevilla	Porcentaje de población que sale del área	28/11/2021	12,06
Sevilla	Porcentaje de población que sale del área	24/11/2021	22,63
Sevilla	Porcentaje de población que sale del área	21/11/2021	12,47
Sevilla	Porcentaje de población que sale del área	17/11/2021	22,73
Sevilla	Porcentaje de población que sale del área	14/11/2021	14,05
Sevilla	Porcentaje de población que sale del área	10/11/2021	22,72
Sevilla	Porcentaje de población que sale del área	7/11/2021	13,83
Sevilla	Porcentaje de población que sale del área	3/11/2021	16,32
Sevilla	Porcentaje de población que sale del área	31/10/2021	12,45
Sevilla	Porcentaje de población que sale del área	27/10/2021	22,5
Sevilla	Porcentaje de población que sale del área	24/10/2021	14,21
Sevilla	Porcentaje de población que sale del área	20/10/2021	22,32
Sevilla	Porcentaje de población que sale del área	17/10/2021	13,98
Sevilla	Porcentaje de población que sale del área	13/10/2021	17,28
Sevilla	Porcentaje de población que sale del área	10/10/2021	12,08
Sevilla	Porcentaje de población que sale del área	6/10/2021	23,1
Sevilla	Porcentaje de población que sale del área	3/10/2021	11,03
Sevilla	Porcentaje de población que sale del área	29/9/2021	22,57
Sevilla	Porcentaje de población que sale del área	26/9/2021	13,81
Sevilla	Porcentaje de población que sale del área	22/9/2021	19,91
Sevilla	Porcentaje de población que sale del área	19/9/2021	13,24
Sevilla	Porcentaje de población que sale del área	15/9/2021	20,17
Sevilla	Porcentaje de población que sale del área	12/9/2021	12,8
Sevilla	Porcentaje de población que sale del área	8/9/2021	20,05
Sevilla	Porcentaje de población que sale del área	5/9/2021	12,49
Sevilla	Porcentaje de población que sale del área	1/9/2021	19,63
Sevilla	Porcentaje de población que sale del área	29/8/2021	11,17
Sevilla	Porcentaje de población que sale del área	25/8/2021	17,05
Sevilla	Porcentaje de población que sale del área	22/8/2021	11,02
Sevilla	Porcentaje de población que sale del área	18/8/2021	16,6
Sevilla	Porcentaje de población que sale del área	15/8/2021	11,07
Sevilla	Porcentaje de población que sale del área	11/8/2021	16,83
Sevilla	Porcentaje de población que sale del área	8/8/2021	11,09
Sevilla	Porcentaje de población que sale del área	4/8/2021	17,39
Sevilla	Porcentaje de población que sale del área	1/8/2021	12,23
Sevilla	Porcentaje de población que sale del área	28/7/2021	18,89
Sevilla	Porcentaje de población que sale del área	25/7/2021	11,13
Sevilla	Porcentaje de población que sale del área	21/7/2021	19,2
Sevilla	Porcentaje de población que sale del área	18/7/2021	10,59
Sevilla	Porcentaje de población que sale del área	14/7/2021	20,1
Sevilla	Porcentaje de población que sale del área	11/7/2021	11,59
Sevilla	Porcentaje de población que sale del área	7/7/2021	20,34
Sevilla	Porcentaje de población que sale del área	4/7/2021	11,67
Sevilla	Porcentaje de población que sale del área	30/6/2021	21
Sevilla	Porcentaje de población que sale del área	27/6/2021	13,02
Sevilla	Porcentaje de población que sale del área	23/6/2021	13,79
Sevilla	Porcentaje de población que sale del área	20/6/2021	12,79
Sevilla	Porcentaje de población que sale del área	16/6/2021	21,73
Sevilla	Porcentaje de población que sale del área	13/6/2021	13
Sevilla	Porcentaje de población que sale del área	9/6/2021	21,84
Sevilla	Porcentaje de población que sale del área	6/6/2021	12,89
Sevilla	Porcentaje de población que sale del área	2/6/2021	22,06
Sevilla	Porcentaje de población que sale del área	30/5/2021	11,04
Sevilla	Porcentaje de población que sale del área	26/5/2021	19,76
Sevilla	Porcentaje de población que sale del área	23/5/2021	10,32
Sevilla	Porcentaje de población que sale del área	19/5/2021	22,19
Sevilla	Porcentaje de población que sale del área	16/5/2021	13,61
Sevilla	Porcentaje de población que sale del área	12/5/2021	19,89
Sevilla	Porcentaje de población que sale del área	9/5/2021	11,64
Sevilla	Porcentaje de población que sale del área	5/5/2021	22,03
Sevilla	Porcentaje de población que sale del área	2/5/2021	8,68
Sevilla	Porcentaje de población que sale del área	28/4/2021	18,68
Sevilla	Porcentaje de población que sale del área	25/4/2021	7,49
Sevilla	Porcentaje de población que sale del área	21/4/2021	16,2
Sevilla	Porcentaje de población que sale del área	18/4/2021	12,82
Sevilla	Porcentaje de población que sale del área	14/4/2021	21,43
Sevilla	Porcentaje de población que sale del área	11/4/2021	11,7
Sevilla	Porcentaje de población que sale del área	7/4/2021	21,74
Sevilla	Porcentaje de población que sale del área	4/4/2021	11,75
Sevilla	Porcentaje de población que sale del área	31/3/2021	19,42
Sevilla	Porcentaje de población que sale del área	28/3/2021	11,64
Sevilla	Porcentaje de población que sale del área	24/3/2021	21,5
Sevilla	Porcentaje de población que sale del área	21/3/2021	13,24
Sevilla	Porcentaje de población que sale del área	17/3/2021	21,61
Sevilla	Porcentaje de población que sale del área	14/3/2021	13,6
Sevilla	Porcentaje de población que sale del área	10/3/2021	20,58
Sevilla	Porcentaje de población que sale del área	7/3/2021	10,34
Sevilla	Porcentaje de población que sale del área	3/3/2021	20,24
Sevilla	Porcentaje de población que sale del área	28/2/2021	12,31
Sevilla	Porcentaje de población que sale del área	24/2/2021	19,82
Sevilla	Porcentaje de población que sale del área	21/2/2021	8,73
Sevilla	Porcentaje de población que sale del área	17/2/2021	19,66
Sevilla	Porcentaje de población que sale del área	14/2/2021	10,53
Sevilla	Porcentaje de población que sale del área	10/2/2021	17,82
Sevilla	Porcentaje de población que sale del área	7/2/2021	8,63
Sevilla	Porcentaje de población que sale del área	3/2/2021	18,84
Sevilla	Porcentaje de población que sale del área	31/1/2021	8,43
Sevilla	Porcentaje de población que sale del área	27/1/2021	18,64
Sevilla	Porcentaje de población que sale del área	24/1/2021	8,75
Sevilla	Porcentaje de población que sale del área	20/1/2021	18,14
Sevilla	Porcentaje de población que sale del área	17/1/2021	10,11
Sevilla	Porcentaje de población que sale del área	13/1/2021	15,95
Sevilla	Porcentaje de población que sale del área	10/1/2021	9,77
Sevilla	Porcentaje de población que sale del área	6/1/2021	11,31
Sevilla	Porcentaje de población que sale del área	3/1/2021	11,79
Sevilla	Porcentaje de población que sale del área	30/12/2020	18,3
Sevilla	Porcentaje de población que sale del área	27/12/2020	12,26
Sevilla	Porcentaje de población que sale del área	23/12/2020	19,55
Sevilla	Porcentaje de población que sale del área	20/12/2020	12,58
Sevilla	Porcentaje de población que sale del área	16/12/2020	18,76
Sevilla	Porcentaje de población que sale del área	13/12/2020	12,4
Sevilla	Porcentaje de población que sale del área	9/12/2020	19,24
Sevilla	Porcentaje de población que sale del área	6/12/2020	9,68
Sevilla	Porcentaje de población que sale del área	2/12/2020	19,71
Sevilla	Porcentaje de población que sale del área	29/11/2020	8,6
Sevilla	Porcentaje de población que sale del área	25/11/2020	18,68
Sevilla	Porcentaje de población que sale del área	22/11/2020	9,19
Sevilla	Porcentaje de población que sale del área	18/11/2020	18,87
Sevilla	Porcentaje de población que sale del área	15/11/2020	8,74
Sevilla	Porcentaje de población que sale del área	11/11/2020	18,29
Sevilla	Porcentaje de población que sale del área	8/11/2020	8,89
Sevilla	Porcentaje de población que sale del área	4/11/2020	18,67
Sevilla	Porcentaje de población que sale del área	1/11/2020	9,05
Sevilla	Porcentaje de población que sale del área	28/10/2020	20,15
Sevilla	Porcentaje de población que sale del área	25/10/2020	12,37
Sevilla	Porcentaje de población que sale del área	21/10/2020	19,61
Sevilla	Porcentaje de población que sale del área	18/10/2020	12,9
Sevilla	Porcentaje de población que sale del área	14/10/2020	21,21
Sevilla	Porcentaje de población que sale del área	11/10/2020	13,82
Sevilla	Porcentaje de población que sale del área	7/10/2020	21,57
Sevilla	Porcentaje de población que sale del área	4/10/2020	12,73
Sevilla	Porcentaje de población que sale del área	30/9/2020	15,83
Sevilla	Porcentaje de población que sale del área	27/9/2020	10,58
Sevilla	Porcentaje de población que sale del área	23/9/2020	17,52
Sevilla	Porcentaje de población que sale del área	20/9/2020	11,99
Sevilla	Porcentaje de población que sale del área	16/9/2020	21,01
Sevilla	Porcentaje de población que sale del área	13/9/2020	11,87
Sevilla	Porcentaje de población que sale del área	9/9/2020	21,26
Sevilla	Porcentaje de población que sale del área	6/9/2020	12,8
Sevilla	Porcentaje de población que sale del área	2/9/2020	20,61
Sevilla	Porcentaje de población que sale del área	30/8/2020	11,54
Sevilla	Porcentaje de población que sale del área	26/8/2020	18,29
Sevilla	Porcentaje de población que sale del área	23/8/2020	9,65
Sevilla	Porcentaje de población que sale del área	19/8/2020	18,07
Sevilla	Porcentaje de población que sale del área	16/8/2020	11,62
Sevilla	Porcentaje de población que sale del área	12/8/2020	18,22
Sevilla	Porcentaje de población que sale del área	9/8/2020	11,55
Sevilla	Porcentaje de población que sale del área	5/8/2020	18,63
Sevilla	Porcentaje de población que sale del área	2/8/2020	11,84
Sevilla	Porcentaje de población que sale del área	29/7/2020	20,36
Sevilla	Porcentaje de población que sale del área	26/7/2020	12,07
Sevilla	Porcentaje de población que sale del área	22/7/2020	20,57
Sevilla	Porcentaje de población que sale del área	19/7/2020	12,43
Sevilla	Porcentaje de población que sale del área	15/7/2020	21,94
Sevilla	Porcentaje de población que sale del área	12/7/2020	12,9
Sevilla	Porcentaje de población que sale del área	8/7/2020	20,06
Sevilla	Porcentaje de población que sale del área	5/7/2020	13,42
Sevilla	Porcentaje de población que sale del área	1/7/2020	22,19
Sevilla	Porcentaje de población que sale del área	28/6/2020	13,55
Sevilla	Porcentaje de población que sale del área	24/6/2020	21,59
Sevilla	Porcentaje de población que sale del área	20/6/2020	17,98
Sevilla	Porcentaje de población que sale del área	19/6/2020	21,17
Sevilla	Porcentaje de población que sale del área	18/6/2020	21,29
Sevilla	Porcentaje de población que sale del área	17/6/2020	21,07
Sevilla	Porcentaje de población que sale del área	16/6/2020	20,82
Sevilla	Porcentaje de población que sale del área	15/6/2020	19,94
Sevilla	Porcentaje de población que sale del área	14/6/2020	13,18
Sevilla	Porcentaje de población que sale del área	13/6/2020	16,82
Sevilla	Porcentaje de población que sale del área	12/6/2020	18,04
Sevilla	Porcentaje de población que sale del área	11/6/2020	17,82
Sevilla	Porcentaje de población que sale del área	10/6/2020	20,95
Sevilla	Porcentaje de población que sale del área	9/6/2020	18,53
Sevilla	Porcentaje de población que sale del área	8/6/2020	18,95
Sevilla	Porcentaje de población que sale del área	7/6/2020	13,28
Sevilla	Porcentaje de población que sale del área	6/6/2020	16,45
Sevilla	Porcentaje de población que sale del área	5/6/2020	19,39
Sevilla	Porcentaje de población que sale del área	4/6/2020	19,19
Sevilla	Porcentaje de población que sale del área	3/6/2020	19,26
Sevilla	Porcentaje de población que sale del área	2/6/2020	19,25
Sevilla	Porcentaje de población que sale del área	1/6/2020	18,45
Sevilla	Porcentaje de población que sale del área	31/5/2020	12,82
Sevilla	Porcentaje de población que sale del área	30/5/2020	15,88
Sevilla	Porcentaje de población que sale del área	29/5/2020	18,83
Sevilla	Porcentaje de población que sale del área	28/5/2020	18,9
Sevilla	Porcentaje de población que sale del área	27/5/2020	18,75
Sevilla	Porcentaje de población que sale del área	26/5/2020	18,44
Sevilla	Porcentaje de población que sale del área	25/5/2020	17,71
Sevilla	Porcentaje de población que sale del área	24/5/2020	11,67
Sevilla	Porcentaje de población que sale del área	23/5/2020	14,14
Sevilla	Porcentaje de población que sale del área	22/5/2020	17,28
Sevilla	Porcentaje de población que sale del área	21/5/2020	17,36
Sevilla	Porcentaje de población que sale del área	20/5/2020	17,21
Sevilla	Porcentaje de población que sale del área	19/5/2020	16,86
Sevilla	Porcentaje de población que sale del área	18/5/2020	16,13
Sevilla	Porcentaje de población que sale del área	17/5/2020	10,35
Sevilla	Porcentaje de población que sale del área	16/5/2020	12,35
Sevilla	Porcentaje de población que sale del área	15/5/2020	15,16
Sevilla	Porcentaje de población que sale del área	14/5/2020	14,73
Sevilla	Porcentaje de población que sale del área	13/5/2020	15,98
Sevilla	Porcentaje de población que sale del área	12/5/2020	15,79
Sevilla	Porcentaje de población que sale del área	11/5/2020	14,86
Sevilla	Porcentaje de población que sale del área	10/5/2020	6,94
Sevilla	Porcentaje de población que sale del área	9/5/2020	8,02
Sevilla	Porcentaje de población que sale del área	8/5/2020	14,22
Sevilla	Porcentaje de población que sale del área	7/5/2020	14,15
Sevilla	Porcentaje de población que sale del área	6/5/2020	14,03
Sevilla	Porcentaje de población que sale del área	5/5/2020	14,06
Sevilla	Porcentaje de población que sale del área	4/5/2020	13,5
Sevilla	Porcentaje de población que sale del área	3/5/2020	7,59
Sevilla	Porcentaje de población que sale del área	2/5/2020	8,5
Sevilla	Porcentaje de población que sale del área	1/5/2020	8,1
Sevilla	Porcentaje de población que sale del área	30/4/2020	12,3
Sevilla	Porcentaje de población que sale del área	29/4/2020	12,15
Sevilla	Porcentaje de población que sale del área	28/4/2020	11,53
Sevilla	Porcentaje de población que sale del área	27/4/2020	9,54
Sevilla	Porcentaje de población que sale del área	26/4/2020	5,45
Sevilla	Porcentaje de población que sale del área	25/4/2020	6,92
Sevilla	Porcentaje de población que sale del área	24/4/2020	10,28
Sevilla	Porcentaje de población que sale del área	23/4/2020	10,25
Sevilla	Porcentaje de población que sale del área	22/4/2020	10,53
Sevilla	Porcentaje de población que sale del área	21/4/2020	9,67
Sevilla	Porcentaje de población que sale del área	20/4/2020	10,33
Sevilla	Porcentaje de población que sale del área	19/4/2020	5,56
Sevilla	Porcentaje de población que sale del área	18/4/2020	7,45
Sevilla	Porcentaje de población que sale del área	17/4/2020	10,21
Sevilla	Porcentaje de población que sale del área	16/4/2020	11,03
Sevilla	Porcentaje de población que sale del área	15/4/2020	10,01
Sevilla	Porcentaje de población que sale del área	14/4/2020	9,98
Sevilla	Porcentaje de población que sale del área	13/4/2020	10,61
Sevilla	Porcentaje de población que sale del área	12/4/2020	6,11
Sevilla	Porcentaje de población que sale del área	11/4/2020	7,5
Sevilla	Porcentaje de población que sale del área	10/4/2020	6,46
Sevilla	Porcentaje de población que sale del área	9/4/2020	7,33
Sevilla	Porcentaje de población que sale del área	8/4/2020	9,74
Sevilla	Porcentaje de población que sale del área	7/4/2020	9,87
Sevilla	Porcentaje de población que sale del área	6/4/2020	9,16
Sevilla	Porcentaje de población que sale del área	5/4/2020	5,95
Sevilla	Porcentaje de población que sale del área	4/4/2020	7,31
Sevilla	Porcentaje de población que sale del área	3/4/2020	9,79
Sevilla	Porcentaje de población que sale del área	2/4/2020	8,58
Sevilla	Porcentaje de población que sale del área	1/4/2020	8,57
Sevilla	Porcentaje de población que sale del área	31/3/2020	9,04
Sevilla	Porcentaje de población que sale del área	30/3/2020	9,89
Sevilla	Porcentaje de población que sale del área	28/3/2020	8,22
Sevilla	Porcentaje de población que sale del área	26/3/2020	11,42
Sevilla	Porcentaje de población que sale del área	24/3/2020	11,53
Sevilla	Porcentaje de población que sale del área	22/3/2020	5,44
Sevilla	Porcentaje de población que sale del área	20/3/2020	10,34
Sevilla	Porcentaje de población que sale del área	18/3/2020	10,79
Sevilla	Porcentaje de población que sale del área	16/3/2020	12,27
Sevilla	Porcentaje de población que sale del área	18/11/2019	25,95
Aragón	Porcentaje de población que sale del área	15/12/2021	19,35
Aragón	Porcentaje de población que sale del área	12/12/2021	11,92
Aragón	Porcentaje de población que sale del área	8/12/2021	11,68
Aragón	Porcentaje de población que sale del área	1/12/2021	19,55
Aragón	Porcentaje de población que sale del área	28/11/2021	8,9
Aragón	Porcentaje de población que sale del área	24/11/2021	18,49
Aragón	Porcentaje de población que sale del área	21/11/2021	11,5
Aragón	Porcentaje de población que sale del área	17/11/2021	19,18
Aragón	Porcentaje de población que sale del área	14/11/2021	12,07
Aragón	Porcentaje de población que sale del área	10/11/2021	19,2
Aragón	Porcentaje de población que sale del área	7/11/2021	12,03
Aragón	Porcentaje de población que sale del área	3/11/2021	15,11
Aragón	Porcentaje de población que sale del área	31/10/2021	12,51
Aragón	Porcentaje de población que sale del área	27/10/2021	19,21
Aragón	Porcentaje de población que sale del área	24/10/2021	12,48
Aragón	Porcentaje de población que sale del área	20/10/2021	19,06
Aragón	Porcentaje de población que sale del área	17/10/2021	11,99
Aragón	Porcentaje de población que sale del área	13/10/2021	16,58
Aragón	Porcentaje de población que sale del área	10/10/2021	13,62
Aragón	Porcentaje de población que sale del área	6/10/2021	19,45
Aragón	Porcentaje de población que sale del área	3/10/2021	10,11
Aragón	Porcentaje de población que sale del área	29/9/2021	19,11
Aragón	Porcentaje de población que sale del área	26/9/2021	12,69
Aragón	Porcentaje de población que sale del área	22/9/2021	18,45
Aragón	Porcentaje de población que sale del área	19/9/2021	12,47
Aragón	Porcentaje de población que sale del área	15/9/2021	18,56
Aragón	Porcentaje de población que sale del área	12/9/2021	12,38
Aragón	Porcentaje de población que sale del área	8/9/2021	17,79
Aragón	Porcentaje de población que sale del área	5/9/2021	12,01
Aragón	Porcentaje de población que sale del área	1/9/2021	17,2
Aragón	Porcentaje de población que sale del área	29/8/2021	10,73
Aragón	Porcentaje de población que sale del área	25/8/2021	15,45
Aragón	Porcentaje de población que sale del área	22/8/2021	10,36
Aragón	Porcentaje de población que sale del área	18/8/2021	14,78
Aragón	Porcentaje de población que sale del área	15/8/2021	10,14
Aragón	Porcentaje de población que sale del área	11/8/2021	14,74
Aragón	Porcentaje de población que sale del área	8/8/2021	10,35
Aragón	Porcentaje de población que sale del área	4/8/2021	15,25
Aragón	Porcentaje de población que sale del área	1/8/2021	10,86
Aragón	Porcentaje de población que sale del área	28/7/2021	16,96
Aragón	Porcentaje de población que sale del área	25/7/2021	10,6
Aragón	Porcentaje de población que sale del área	21/7/2021	17,42
Aragón	Porcentaje de población que sale del área	18/7/2021	10,4
Aragón	Porcentaje de población que sale del área	14/7/2021	17,65
Aragón	Porcentaje de población que sale del área	11/7/2021	10,9
Aragón	Porcentaje de población que sale del área	7/7/2021	18,13
Aragón	Porcentaje de población que sale del área	4/7/2021	11,38
Aragón	Porcentaje de población que sale del área	30/6/2021	18,98
Aragón	Porcentaje de población que sale del área	27/6/2021	12,58
